Name,Type,Ingredients,Price
INC.REDIBLE,Face Masks,"Juicy Bits Boob Mask:
Aqua (Water), Butylene Glycol, 1,2-Hexanediol, Glycerin, PEG-60 Hydrogenated Castor Oil, Bis-PEG-18 Methyl Ether Dimethyl Silane, Arginine, Carbomer, Ethylhexylglycerin, Erythritol, Caprylyl Glycol, Allantoin, Citrullus Lanatus (Watermelon) Fruit Extract, Disodium EDTA, Dipotassium Glycyrrhizate, Hydroxyethylcellulose, Adenosine, Rosa Canina (Rosehip) Seed Extract, Sodium Ascorbyl Phosphate, Sodium Hyaluronate, Polysorbate 60, Disodium Phosphate, Sodium Phosphate, Parfum (Fragrance).

Feeling Cheeky Bum Mask:
Aqua (Water), Butylene Glycol, 1,2-Hexanediol, Glycerin, PEG-60 Hydrogenated Castor Oil, Bis-PEG-18 Methyl Ether Dimethyl Silane, Arginine, Carbomer, Ethylhexylglycerin, Erythritol, Caprylyl Glycol, Allantoin, Disodium EDTA, Dipotassium Glycyrrhizate, Hydroxyethylcellulose, Salvia Hispanica (Chia) Seed Extract, Sodium Hyaluronate, Sodium Ascorbyl Phosphate, Prunus Persica (Peach) Fruit Extract, Polysorbate 60, Disodium Phosphate, Sodium Phosphate, Copper Tripeptide-1, Natto Gum, Acetyl Hexapeptide-8, Parfum (Fragrance).",$15.00 
CLINIQUE,Face Masks,"Water , Glycerin , Cetyl Alcohol , Dimethicone , Glyceryl Polymethacrylate , Butyrospermum Parkii (Shea Butter) , Cetyl Ethylhexanoate , Peg-8 , Glycereth-26 , Sucrose , Sorbitan Stearate , Peg-100 Stearate , Trehalose , Mangifera Indica (Mango) Seed Butter , Hypnea Musciformis (Algae) Extract , Gellidiela Acerosa (Algae) Extract , Olea Europaea (Olive) Fruit Extract , Triticum Vulgare (Wheat Bran) Extract , Cladosiphon Okamuranus Extract , Astrocaryum Murumuru Seed Butter , Cetearyl Alcohol , Aloe Barbadensis Leaf Water , Peg-75 , Caffeine , Pantethine , Sorbitol , Butylene Glycol , Oryzanol , Bisabolol , Panthenol , Phytosterols , Tocopheryl Acetate , Caprylyl Glycol , Sodium Hyaluronate , Hexylene Glycol , Carbomer , Potassium Hydroxide , Dextrin , Disodium Edta , Phenoxyethanol , Red 4 (Ci 14700) , Yellow 5 (Ci 19140)",$36.00 
REN CLEAN SKINCARE,Face Masks,"Water, Glycerin, Polysorbate 60, Lecithin, Lactic Acid, Vitis Vinifera (Grape) Seed Oil, Ribes Nigrum (Black Currant) Seed Oil, Citrus Limon (Lemon) Fruit Extract, Xanthan Gum, Vaccinium Macrocarpon (Cranberry) Seed Oil, Maltodextrin, Sodium Lactate, Carica Papaya (Papaya) Fruit Extract, Ananas Sativus (Pineapple) Fruit Extract, Glyceryl Caprylate, Passiflora Edulis Fruit Extract, Vitis Vinifera (Grape) Fruit Extract, Parfum* (Fragrance), Citrus Nobilis (Mandarin Orange) Peel Oil, Citrus Grandis (Grapefruit) Peel Oil, Citrus Tangerina (Tangerine) Peel Oil, Citrus Aurantium Dulcis (Orange) Flower Oil, Alcohol Denat., Benzyl Alcohol, Phenoxyethanol, Potassium Sorbate, Tocopherol, Hippophae Rhamnoides Oil, Helianthus Annuus (Sunflower) Seed Oil, Rosmarinus Officinalis (Rosemary) Leaf Extract, Sodium Bisulfite, Citral, Geraniol, Limonene, Linalool. *100% Natural Fragrance.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",$58.00 
SEPHORA COLLECTION,Face Masks,"-Aloe Vera Juice: Soothes.
-Turmeric: Revitalizes.
-Sodium Hyaluronate: Plumps the look of skin.
-Pineapple: Provides antioxidants.

Water (Aqua), Glycerin, Polyglyceryl-3 Laurate, Phenoxyethanol, Xanthan Gum, Ethylhexylglycerin, Aloe Barbadensis Leaf Jui",$8.00 
FIRST AID BEAUTY,Face Masks,"-Arnica Flower: A botanical extract said to help accelerate skin’s natural healing process.
-Calendula: A flower extract derived from the English marigold helps calm and soothe signs of distress.
-Centella Asiatica: A healing herb rooted in traditional ",$32.00 
DR. JART+,Face Masks,"-Allantoin: Supports natural skin repair and protects from irritants.
-Tiger Grass: Calms the look of redness and irritation.
-Algae and Clay: Help act as a cooling rubber mask.

Step One Dr.Jart Allantoin 1000 PPM Ampoule:
Water/Eau, Dipropylene Glycol, ",$14.00 
INC.REDIBLE,Face Masks,"Hydrogenated Polyisobutene, Octyldodecanol, Cera Microcristallina (Microcrystalline Wax), Copernicia Cerifera Cera (Carnauba Wax), Hydrogenated Vegetable Oil, Helianthus Annuus Seed Oil (Sunflower), Titanium Dioxide (Ci 77891), Butyrospermum Parkii Butter (Shea Butter), Fd & C Red No.40 Aluminum Lake (Ci 16035), Squalane, Phenoxyethanol, Caprylyl Glycol, Tocopheryl Acetate, Cocos Nucifera Oil (Coconut), Alumina, Aluminum Hydroxide, Aloebarbadensis Leaf Extract, Glycerin, Fd & C Blue No.1 Aluminum Lake (Ci 42090), Tocopherol.",$12.00 
FIRST AID BEAUTY,Face Masks,"-Ginger Extract: Helps soothe and calm skin
-Vitamin C: Helps skin appear brighter and helps reduce the appearance of fine lines and wrinkles.
-Rose of Jericho: A botanical extract that helps hydrate, cool, and soothe skin.
-Turmeric Extract: An antioxida",$32.00 
DR. JART+,Face Masks,"-Glutathione: Contains antioxidant properties and visibly brightens skin.
-Niacinamide: Visibly brightens complexion.
-Salicylic Acid and Tea Tree Leaf Oil: Absorbs excess oil.

Glycerin, Niacinamide, Glycereth-26, Sodium Hyaluronate, Calcium Pantothenate",$9.00 
GLAMGLOW,Face Masks,"Water, Polyvinyl Alcohol, Polyethylene Terephthalate, Alcohol Denat., Butylene Glycol, Glycerin, Hamamelis Virginiana (Witch Hazel) Water, Montmorillonite, Illite, Canadian Colloidal Clay, Dipotassium Glycyrrhizate, Althaea Officinalis Leaf Extract, Porphyridium Cruentum Extract, Chondrus Crispus (Carrageenan), Ascophyllum Nodosum Powder, Sodium Hyaluronate, Lecithin, Pullulan, Soy Isoflavones, Ethylhexylglycerin, Peg-12 Dimethicone, Polyurethane-11, Polymethylsilsesquioxane, Polysorbate 20, Polysorbate 80, Xanthan Gum, Hydroxypropyl Methylcellulose, Tapioca Starch, Platinum Powder, Caprylyl Glycol, Pentylene Glycol, Alcohol, Citric Acid, Fragrance, Coumarin, Disodium Edta, Phenoxyethanol, Sorbic Acid, Potassium Sorbate, Aluminum Powder (Ci 77000), Black 2 (Ci 77266), Iron Oxides (Ci 77499)",$59.00 
SEPHORA COLLECTION,Face Masks,,$6.00 
DR. JART+,Face Masks,"-5-Cera Complex: Deeply moisturizes and strengthens skin.
-Panthenol and Aloe Vera Leaf Juice: Protect skin’s moisture while also soothing and moisturizing.

Water / Eau, Glycerin, Dipropylene Glycol, Hydrogenated Poly (C6-14 Olefin), Discaprylyl Carbon",$6.00 
INC.REDIBLE,Face Masks,"Aqua (Water), Butylene Glycol, 1,2-Hexanediol, Glycerin, PEG-60 Hydrogenated Castor Oil, Bis-PEG-18 Methyl Ether Dimethyl Silane, Arginine, Carbomer, Ethylhexylglycerin, Erythritol, Caprylyl Glycol, Allantoin, Citrullus Lanatus (Watermelon) Fruit Extract, Disodium EDTA, Dipotassium Glycyrrhizate, Hydroxyethylcellulose, Adenosine, Rosa Canina (Rosehip) Seed Extract, Sodium Ascorbyl Phosphate, Sodium Hyaluronate, Polysorbate 60, Disodium Phosphate, Sodium Phosphate, Parfum (Fragrance).",$9.00 
DR. BARBARA STURM,Face Masks,"-Aloe Vera and Chamomile: Provide intense moisture and calm the skin.
-Purslane: A strong antioxidant that stimulates the body and supports skin health and rejuvenation.
-Kaolin: Leaves the skin with a silky-soft feel.

Water, Kaolin, Glycerin, Prunus Amy",$120.00 
KIEHL'S SINCE 1851,Face Masks,"-Squalane (Perhydrosqualene or perhydrosqualene Vegetal): Helps restore skin’s natural moisture balance to keep it extra soft and supple.
-Glycerin: Works as a moisture magnet and pulls essential moisture into skin and to provide the appearance of skin ",$36.00 
INNISFREE,Face Masks,"-Jeju Volcanic Clusters™: Finely ground hardened volcanic lava that helps absorb excess sebum.
-Salicylic Acid: Helps exfoliate dead skin cells and minimize appearance of pores.

Water / Aqua / Eau, Silica, Titaniumdioxide (Ci 77891), Kaolin, Propanedio",$21.00 
BIOSSANCE,Face Masks,"-Tea Tree Oil: Purifies and calms skin.
-Squalane: Weightlessly locks in essential moisture.
-French Green Clay: Helps to draw impurities from congested skin.

Water, Montmorollinite, Illite, Squalane, Glycerin, Cetearyl Alcohol, Cetearyl Olivate, Sodium ",$39.00 
MILK MAKEUP,Face Masks,"-Matcha Green Tea: Detoxifies and purifies pores.
-Kombucha and Witch Hazel: Absorb oil to help diminish the appearance of pores.
-Cactus Elixir: Calms and hydrates skin.

Water, Glycerin, Kaolin, Propylene Glycol, Sodium Stearate, Disteardimonium Hectori",$26.00 
THE INKEY LIST,Face Masks,"-Kaolin Clay: Helps remove impurities and exfoliates dead skin cells.
-Smectite Clay: Absorbs excess oil and unclogs pores.

Water, Kaolin, Glycerin, Caprylic/Capric Triglyceride, Cetearyl Alcohol, Cetearyl Olivate, Helianthus Annuus (Sunflower) Seed Oil,",$6.99 
LANEIGE,Face Masks,"-Pore Minimizing™: Combines mint water, known for moisturizing and purifying benefits, with oil-controlling pine needle to reduce shine and minimize the look of enlarged pores.

Water, Sea Silt, Kaolin, Glycerin, Bentonite, Alcohol, Microcrystalline Cel",$25.00 
DR. JART+,Face Masks,"-Vitamin C (Ascorbic Acid): Brightens the look of skin tone and texture.
-Sea Buckthorn Fruit Extract: Is rich in vitamins to help provide an antioxidant effect and brighten skin tone.
-Grapefruit Extract: Smooths, energizes, and revitalizes dull and dark",$12.00 
FARMACY,Face Masks,"-Micro-Encapsulated Vitamin C: Releases powerful brightening and clarifying benefits to leave skin looking brighter and more even toned.
-Kaolin and Bentonite Clay: Helps detox skin by removing excess oil and impurities and visibly diminishes the appearan",$38.00 
LANCER SKINCARE,Face Masks,"-Sulfur 3%: Targets pores to clear up the appearance of blackheads and whiteheads.
-Azelaic Acid: Helps improve skin's radiance by making skin appear brighter and less oily.
-Green Tea: Provides skin with beneficial antioxidants and reduces the appearance",$75.00 
LANCÔME,Face Masks,"-Bifidus: Helps to strengthen and protect skin's moisture barrier.
-Glycerin: Seals moisture into skin.

Water, Glycerin, Bifida Ferment Lysate, Butylene Glycol, Caprylic/Capric Triglyceride, 1,2-Hexanediol, Sucrose, Lactobacillus Ferment, Tocopherol, Sod",$15.00 
SEPHORA COLLECTION,Face Masks,"Kaolin, Water, Glycerin, Bentonite, Capryloyl Glycine, Citrus Aurantium Dulcis (Orange) Peel Powder, C10-18 Triglycerides, Fragrance, CI 77499 (Iron Oxides), Butylene Glycol, Sodium Hydroxide, 1,2-Hexanediol, Caprylyl Glycol, Zinc PCA, O-Cymen-5-Ol, Copper PCA, Pentylene Glycol, Magnesium Aspartate + Zinc Gluconate + Copper Gluconate

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats , Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles As defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",$16.00 
LANEIGE,Face Masks,"-Sleep-Tight™ Technology: Formulated with shape memory polymers and natural oat-derived polymers to plump skin with moisture, visibly improving elasticity and firmness.

Water, Propanediol, Avena Sativa (Oat) Kernel Extract, Glycerin, Cyclopentasiloxane",$39.00 
KIEHL'S SINCE 1851,Face Masks,"-Avocado Fruit Extract: Helps seal in hydration and moisturize skin.
-Avocado Oil: Known to moisturize, nurture, and soften skin.
-Evening Primrose Oil: Known to help maintain skin hydration.

Aqua/Water, Glycerin, Caprylic/Capric Triglyceride, Bis-Diglyc",$45.00 
REN CLEAN SKINCARE,Face Masks,"-Albarellus Ovinus (White Mushroom) Extract: Soothes pain and itchiness and diminishes the look of swelling and redness.
-Beta-Glucan: Supports skin’s natural immune and barrier functions.
-Arnica: Reduces the appearance of redness and inflammation.

Wa",$48.00 
KORRES,Face Masks,"-Greek Yoghurt: Delivers instant soothing, cooling sensation with a superdose of pre and probiotics to nourish skin.
-Microbiome Re-Balancing Technology: Cutting-edge microbiome rebalancing technology clinically proven to balance your skin’s invisible m",$49.00 
DR. JART+,Face Masks,"-Hyaluronic Acid: Attracts moisture to skin.
-Kelp Extract: Supports moisture retention.
-Algae and Clay: Act as a cooling rubber mask.

Step 1 Dr.Jart Hyaluronic Acid 1000 ppm Ampoule:
Water/Eau, Dipropylene Glycol, Glycerin, Caprylic/Capric Triglyceride",$14.00 
SEPHORA COLLECTION,Face Masks,"-Charcoal Extract: Provides absorption and deep cleansing properties due to its porous surface.
-Vitamin E Derivative: Provides antioxidant benefits.

Alcohol Denat., Vinyl Caprolactam/VP/Dimethylaminoethyl Methacrylate Copolymer, Silica Dimethyl Silylate",$3.00 
SEPHORA COLLECTION,Face Masks,"-Grapefruit Extract from Natural Origin: Brightens and smooths your skin, leaving your complexion radiant and more even.

Water, Glycerin, Sodium Acrylates Copolymer, Phenoxyethanol, Lecithin, Xylitylglucoside, Anhydroxylitol, Prunus Armeniaca (Apricot) S",$8.00 
LA MER,Face Masks,"Declustered Water (-)\Aqua\Eau De-Structuree (-), Declustered Water (+)\Aqua\Eau De-Structuree (+), Dimethicone, Hdi/Trimethylol Hexyllactone Crosspolymer, Cyclopentasiloxane, Hydrogenated Polyisobutene, Hydrogenated Vegetable Oil, Caprylic/Capric/Myristic/Stearic Triglyceride, Polysilicone-11, Peg-100 Stearate, Peg-8 Dimethicone, Peg-10 Dimethicone, Algae (Seaweed) Extract, Sesamum Indicum (Sesame) Seed Oil, Medicago Sativa (Alfalfa) Seed Powder, Helianthus Annuus (Sunflower) Seedcake, Prunus Amygdalus Dulcis (Sweet Almond) Seed Meal, Eucalyptus Globulus (Eucalyptus) Leaf Oil, Sodium Gluconate, Copper Gluconate, Calcium Gluconate, Magnesium Gluconate, Zinc Gluconate, Tocopheryl Succinate, Niacin, Sesamum Indicum (Sesame) Seed Powder, Vitis Vinifera (Grape) Seed Extract, Citrus Aurantifolia (Lime) Peel Extract, Sigesbeckia Orientalis (St. Paul's Wort) Extract, Crithmum Maritimum Extract, Eryngium Maritimum Extract, Polygonum Cuspidatum Root Extract, Silybum Marianum (Lady's Thistle) Extract, Bupleurum Falcatum root extract, humulus lupulus (hops) Extract, Citrus Reticulata (Tangerine) Peel Extract, Mimosa Tenuiflora Bark Extract, Narcissus Tazetta Bulb Extract, Chlorella Vulgaris Extract, Saccharomyces Lysate Extract, Prunus Mume Fruit Extract, Whey Protein\Lactis Protein\Proteine Du Petit-Lait, Gelidium Cartilagineum Extract, Glycerin, Coenzyme A, Micrococcus Lysate, Laminaria Digitata Extract, Rosma rinus Officinalis (Rosemary) Extract, Laminaria Ochroleuca Extract, Punica Granatum (Pomegranate) Fruit Juice, Sorbitol, Corallina Officinalis Extract, Molasses Extract\Saccharum Officinarum\Extrait De Melasse, Glycine Soja (Soybean) Seed Extract, Tourmaline, Caffeine, Linolenic Acid, Hydrogenated Lecithin, Gold, Hydrolyzed Wheat Protein, Glycosaminoglycans, Palmitoyl Oligopeptide, Ammonium Acryloyldimethyltaurate/Beheneth-25 Methacrylate Crosspolymer, Bifida Ferment Lysate, Alcaligenes Polysaccharides, Butylene Glycol, Tetraacetylphytosphingosine, Dipotassium Glycyrrhizate, Lecithin, Acetyl Glucosamine, Sodium Hyaluronate, Laureth-23, Acetyl Hexapeptide-8, Linoleic Acid, Dipalmitoyl Hydroxyproline, Propylene Glycol Diethylhexanoate, Yeast Extract\Faex\Extrait De Levure, Caprylic/Capric Triglyceride, Laureth-4, Tocopheryl Acetate, Diethylhexyl Syringylidenemalonate, Pentylene Glycol, Peg-8, Potassium Sorbate, Yeast Polysaccharides, Hydroxypropyl Cyclodextrin, Nordihydroguaiaretic Acid, Cyclodextrin, Maltodextrin, Sucrose, Glyceryl Polymethacrylate, Fragrance (Parfum), Polymethylsilsesquioxane, Silica, Ethylbisiminomethylguaiacol Manganese Chloride, Disodium Edta, Phenoxyethanol, Linalool, Hydroxycitronellal, Citronellol, Geraniol, Limonene, Green 5 (Ci 61570).

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",$75.00 
DR. BRANDT SKINCARE,Face Masks,"-Salicylic Acid and Iris Extract: Exfoliate and remove dead skin cells, helping to loosen blackheads, keep pores clean, and prevent clogging.
-Glycolic Acid, Alpha Hydroxy Acid: Derived from sugar cane, exfoliate and soften the appearance of skin’s text",$42.00 
DR. BRANDT SKINCARE,Face Masks,"-Biotic Balancing Complex: Maintains skin's naturally occurring flora for a strengthened barrier.
-Unique Delivery Matrix: Combines a soothing peptide with honey, boswellia, and tea extracts to reduce redness and soothe the skin.
-Restorative Blend of Cer",$52.00 
INC.REDIBLE,Face Masks,"Water, Butylene Glycol, Glycerin, 1,2-Hexanediol, Sodium Hyaluronate, Peg-60 Hydrogenated Castor Oil, Bis-Peg-18 Methyl Ether Dimethyl Silane, Allantoin, Erythritol, Dipotassium Glycyrrhizate, Macadamia Ternifolia Seed Oil, Adenosine, Aronia Melanocarpa Fruit Extract, Ascorbyl Palmitate, Disodium Edta, Arginine, Carbomer, Hydroxyethylcellulose, Ethylhexylglycerin, Caprylyl Glycol, Fragrance.",$9.00 
SATURDAY SKIN,Face Masks,"-Saccharomyces Ferment: Supports skin's natural vitality, hydration, and nourishment.
-Watermelon Fruit Extract: Rich in vitamin C, helps protect skin from environmental aggressors.
-Aloe Leaf Extract: Soothes and moisturizes skin while helping reduce ble",$6.00 
SATURDAY SKIN,Face Masks,"-Cha-7 es Complex: An exclusive peptide formula that supports skin's natural renewal process.
-Saccharomyces Ferment: Boosts skin to appear healthy and nurtured.
-Bilberry Extract: Antioxidant with soothing benefits.

Saccharomyces Ferment, Water/Aqua/Eau",$6.00 
CHARLOTTE TILBURY,Face Masks,"-Spanish Clay and Sweet Almond Oil: Nourish your skin.
-BioNymph Peptide Complex: Supports collagen and elasticity.
-Frangipani Flower Extracts: Have antiseptic properties to soothe your skin and leave it cashmere-soft.
-Essential Oils: Hydrate.

Water, S",$55.00 
CAUDALIE,Face Masks,"-White Clays (Bentonite and Kaolin): Purify and absorb impurities.
-Cypress, Sage, and Lavender: Tighten with natural astringents.
-Chamomile Extract: Soothes.
-Zinc: Balances sebum.
-Olive Squalane and Grape Seed Oil: Moisturize.

Water, Glycerin*, Isono",$39.00 
DR. JART+,Face Masks,"-Collagen: Evens out the appearance of fine lines and wrinkles.
-Carob Fruit Extract: Supports natural collagen and visible skin firmness.
-Algae and Clay: Act as a cooling rubber mask.

Step 1 Dr.Jart Collagen 1000 ppm Ampoule:
Water/Eau, Dipropylene Gly",$14.00 
DR. JART+,Face Masks,"-Vitamin C: Visibly diminishes excess, pigmented dead skin cells.
-Niacinamide: Supports visible melanin production and evens the appearance of skin tone.
-Algae and Clay: Act as a cooling rubber mask.

Step 1 Dr.Jart Vitamin C 1000 ppm Ampoule:
Water/Eau",$14.00 
DR. DENNIS GROSS SKINCARE,Face Masks,"-Retinol: Helps smooth wrinkles and lines while increasing moisture and elasticity.
-Licorice Root Extract: Lightens and is an anti-inflammatory.
-Colloidal Sulfur: Reduces acne blemishes and absorbs oil.
-Bentonite: A naturally occuring white clay that h",$28.00 
CLINIQUE,Face Masks,"Water , Kaolin , Butylene Glycol , Silica , Magnesium Aluminum Silicate , Charcoal Powder , Glyceryl Stearate , Peg-100 Stearate , Sodium Methyl Cocoyl Taurate , Gentiana Lutea (Gentian) Root Extract , Laminaria Saccharina Extract , Tocopheryl Acetate , Acetyl Glucosamine , Sucrose , Caprylyl Glycol , Xanthan Gum , Disodium Edta , Phenoxyethanol , Chlorphenesin , Iron Oxides (Ci 77499) , Titanium Dioxide (Ci 77891)",$28.50 
TATA HARPER,Face Masks,"-AHA and BHA Blend: Provides chemical exfoliation to target blemishes, clear buildup, balance oil, and minimize the look of pores.
-African Wild Grape and Raw Honey: Hydrate and soothe to visibly calm irritation and minimize the look of redness.
-Quartz S",$72.00 
GLAMGLOW,Face Masks,"-Super Berry Blend: A mix of antioxidant-rich fruit extracts (blueberry, cranberry, and goji) and vitamins to nurture skin.
-Lactobacillus Ferment Probiotic: Helps balance and support a healthy skin microbiome.
-Jojoba Oil, Hyaluronic Acid, and Shea Butte",$49.00 
LA MER,Face Masks,"Water\Aqua\Eau, Algae (Seaweed) Extract, Glycerin, Methyl Gluceth-20, Bis-Peg-18 Methyl Ether Dimethyl Silane, Butylene Glycol, Hypnea Musciformis (Algae) Extract, Sucrose, Propanediol, Sesamum Indicum (Sesame) Seed Oil, Medicago Sativa (Alfalfa) Seed Powder, Helianthus Annuus (Sunflower) Seedcake, Prunus Amygdalus Dulcis (Sweet Almond) Seed Meal, Eucalyptus Globulus (Eucalyptus) Leaf Oil, Sodium Gluconate, Copper Gluconate, Calcium Gluconate, Magnesium Gluconate, Zinc Gluconate, Tocopheryl Succinate, Niacin, Sesamum Indicum (Sesame) Seed Powder, Citrus Aurantifolia (Lime) Peel Extract, Glycine Soja (Soybean) Seed Extract, Acetyl Hexapeptide-8, Acetyl Dipeptide-1 Cetyl Ester, Sea Salt\Maris Sal\Sel Marin, Codium Tomentosum Extract, Gelidiella Acerosa Extract, Caffeine, Laminaria Saccharina Extract, Alcaligenes Polysaccharides, Dipotassium Glycyrrhizate, Glycereth-26, Laminaria Digitata Extract, Plankton Extract, Glycosaminoglycans, Palmaria Palmata Extract, Peg-8, Ethylhexylglycerin, Sodium Pca, Urea, Ppg-5-Ceteth-20, Jojoba Wax Peg-120 Esters, Polysorbate 20, Carbomer, Yeast Extract\Faex\Extrait De Levure, Sodium Hyaluronate, Xanthan Gum, Pentylene Glycol, Trehalose, Laureth-3, Hydrolyzed Yeast Protein, Hydroxyethylcellulose, Caprylyl Glycol, Fragrance (Parfum), Tourmaline, Hydroxypropyl Cyclodextrin, Glycine Soja (Soybean) Protein, Alcohol Denat., Sodium Hydroxide, Lecithin, Polyquaternium-51, Disodium Edta, Citronellol, Geraniol, Hydroxycitronellal, Linalool, Limonene, Potassium Sorbate, Chlorphenesin, Phenoxyethanol.

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",$30.00 
OMOROVICZA,Face Masks,"Glycerin, Water, Glycolic Acid, Niacinamide, Cetearyl Olivate, Propanediol, Sorbitan Olivate, Yeast Extract, Sodium Hydroxide, Salicylic Acid, Lactic Acid, Parfum (Fragrance), Colloidal Silver, Xanthan Gum, Behenyl Alcohol, Butyrospermum Parkii (Shea Butter), Leuconostoc/Radish Root Ferment Filtrate, Phospholipids, Hydrogenated Castor Oil, Stearyl Alcohol, Protease, Subtilisin, Geraniol, Citronellol, Linalool.",$95.00 
ERNO LASZLO,Face Masks,"-Magnesium Carbonate: Regulates skin’s pH levels for a clear complexion.
-Allantoin: Soothes irritated and sensitive skin.
-Panthenol (Vitamin B5): Maintains skin's natural moisture levels.

Phase One Liquid:
Water, Glyceryl Polymethacrylate, Panthenol,",$88.00 
SKINFIX,Face Masks,"-Honey and Peptide Complex: Helps to calm, soothe, and reduce visible redness.
-Concentrated Green Tea: Provides strong antioxidant protection against environmental stress.

Water, Glycerin, Tridecyl Neopentanoate, Cetearyl Ethylhexanoate, Olus Oil (Veget",$50.00 
MILK MAKEUP,Face Masks,"-Cannabis Sativa Seed Oil: Hydrates, helps retain moisture, soothes, and calms.
-Aloe: Hydrates, calms, soothes, and provides antioxidant protection.
-Kaolin Clay: Cleanses, exfoliates to help balance oil, and helps clean pores.

Aloe Barbadensis Leaf Jui",$26.00 
SEPHORA COLLECTION,Face Masks,"-Hemp Extract from Natural Origin: Tightens pores, absorbs excess sebum, and reduces the appearance of blemishes for a clear and mattified complexion.

Water, Glycerin, Cannabis Sativa Seed Oil, Talc, Sodium Acrylates Crosspolymer-2, Tapioca Starch, C10-1",$8.00 
PETER THOMAS ROTH,Face Masks,"-Irish Moor Mud: The result of the natural decomposition of herbs, flowers, and plants over a period of thousands of years; has an unusually high concentration of purifying bio-minerals, vitamins, amino acids, and fatty acids.
-Hijiki Seaweed: Provides nu",$60.00 
DR. JART+,Face Masks,"-Aquaxyl: Derived from plant glucose; replenishes and protects vital moisture.
-Xylitol: Hydrates and supports natural barrier function to prevent water loss.
-Aloe Vera: Moisturizes and contains soothing properties to help relieve the discomfort of acne ",$6.00 
