Name,Type,Ingredients,Price
DRUNK ELEPHANT,Clean skin care,"-Heilmoor Clay: Thermal mud that tones and detoxifies the skin.
-Virgin Marula Oil: Super-absorbable oil, high in critical antioxidants and omegas 6 and 9, that helps nourish and rejuvenate skin.
-Bamboo Powder: Tiny, smooth spheres that gently exfoliate ",$28.00 
JOSIE MARAN,Clean skin care,"-100% Pure Argan Oil: Repairs and replenishes skin cells.
-Grape Seed Oil: Aids in improving elasticity to the skin.
-Grapefruit Oil: Energizes and awakens the skin.
-Sunflower and Safflower Oil: Dissolves makeup and fights acne.

Helianthus Annuus (Sunfl",$34.00 
SAINT JANE BEAUTY,Clean skin care,"-Full-spectrum CBD: Nutrient-dense, whole plant cannabis molecules penetrate quickly to visibly calm redness, clear blemishes, and deeply restore.
-Potent Botanical Blend: Highly active botanicals like sea buckthorn, rosehip, and helichrysum empower cell ",$38.00 
BIOSSANCE,Clean skin care,"-Multi-mineral Complex: Replenishes minerals lost throughout the day and brought on by the effects of stress, overindulgence, and pollution.
-Squalane: Hydrates while locking in essential moisture.
-Green Algae: Helps skin maintain electrolyte and hydrati",$32.00 
CAUDALIE,Clean skin care,"-Vine Resveratrol with Micro Hyaluronic Acids: Supports antiaging; supports the skin's production of natural hyaluronic acid.
-Peptides: Help create the appearance of lifted, redefined contours.
-Grape Oil and Shea Butter: Nourish skin.
-Soft Focus Pigmen",$76.00 
SUPERGOOP!,Clean skin care,"-Blue Sea Kale: A powerful antioxidant that helps protect the skin from free radicals.
-Coconut Oil: Provides conditioning and moisturizing benefits with its rich fatty acids, vitamins, and antioxidants that help fight damage-causing free radicals.
-Olive",$34.00 
ORIGINS,Clean skin care,"-Anogeissus: Once traditionally used as a natural wound healer by local tribes in Africa, Anogeissus Tree Bark helps support skin’s natural collagen and fibrillin, which helps keep skin looking smoother.

Water, Butylene Glycol, Dimethicone, Jojoba Este",$62.00 
FIRST AID BEAUTY,Clean skin care,"-Ceramides: A lipid that naturally occurs in skin that helps strengthen the skin barrier and moisturize.
-Tri-Molecular Weight Hyaluronic Acid: A powerful humectant in three molecular sizes, that helps boost skin's moisture content, plump, and smooth skin",$30.00 
GLOW RECIPE,Clean skin care,"-Blueberry Extract: Packed with antioxidants to protect skin against environmental stressors.
-Hyaluronic Acid: Hydrates skin by holding up to 1,000 times its weight in moisture.
-AHA: A blend of lactic acid (derived from plants) and glycolic acid that ge",$10.00 
HERBIVORE,Clean skin care,"-Aloe Vera: Keeps hair balanced and healthy.
-Sea Salt: Cleanses and detoxifies; formulated with the same salinity (salt content) as sea water to add beachy texture to the hair.

Water, Aloe Barbadensis (Aloe Vera) Leaf Water, Sodium Chloride (Pacific Sea",$20.00 
CAUDALIE,Clean skin care,"-Stabilized Vitamin C: Brightens, visibly firms, evens skin tone, and fights free radicals with antioxidants.
-Vitamin E: Protects with antioxidants and retains skin’s natural moisture.
-Grape Seed Polyphenols and Spruce Extract: Protect with antioxidan",$52.00 
FIRST AID BEAUTY,Clean skin care,"-Alpha Arbutin: A naturally derived ingredient that helps skin appear brighter and more even.
-Bisabolol: A botanical extract that helps soothe and calm skin.
-Homeostatine: A complex of two botanical ingredients that help firm and smooth the appearance o",$32.00 
FRESH,Clean skin care,"-Rosewater: Soothes the skin; notable for its balancing properties.
-Cooling Cucumber Extract: Helps to calm the skin
-Evening Primrose Extract: Supports natural collagen synthesis.
-Plum Seed Oil: Helps to hydrate and maintain a healthy complexion.

Wate",$29.00 
BELIF,Clean skin care,"-Peat: Found in the tundras of Northern Europe, 80 different kinds of herbs have been deposited over millennia in uncontaminated glacial water pools to create this pure, potent source of herbal energy that has astringent, anti-inflammatory, and antioxidan",$58.00 
KOPARI,Clean skin care,"-Coconut Oil: Repairs and moisturizes skin, balances skin tone, and visibly improves pores with fatty acids.
-Witch Hazel: Kills bacteria; a powerful antioxidant that soothes, calms, and restores skin without drying it out.
-Rose Extract: Helps cleanse sk",$25.00 
DRUNK ELEPHANT,Clean skin care,"-Blueberry Extract: A potent antioxidant with soothing and anti-glycation properties.
-Honey: Its antioxidant properties help to soothe and nurture skin.
-Virgin Marula Oil: A super-absorbable oil, high in critical antioxidants and omegas 6 and 9, that he",$28.00 
COOLA,Clean skin care,"-Dihydroxyacetone: Derived from sugar beet, this DHA is an Eco-Cert-approved, natural-tanning ingredient.
-Centella Asiatica Meristem Cell Culture: Derived from the Gotu Kola plant, it helps nurture skin and reduce the look of of skin aging.
-Hyaluronic A",$54.00 
MOON JUICE,Clean skin care,"-Glutathione: The master antioxidant. Neutralizes free radicals, potentiates vitamin C and E, and helps maintain healthy cellular function and structure*.
-Astaxanthin: Antioxidant derived from microalgae; helps improve elasticity and reduce the appearanc",$60.00 
FRESH,Clean skin care,"-Grapefruit and Lemon Extracts: Tone and stimulate the skin.
-Shea Butter: A rich nut butter that is extremely hydrating.
-Vitamins C and E: Powerful antioxidants, tone, soften, and protect the skin.

Water, Hexyldecanol, Hexyldecyl Laurate, Butylene Glyc",$26.00 
BOSCIA,Clean skin care,"-Rosehip, Green Tea, Avocado, and Olive Fruit Oil Complex: Work to refine the appearance of pores, protect from free-radical damage, and detoxify and nurture the skin.
-Botanical Amino Acids: Help maintain skin’s protective moisture barrier.
-Hydrangea ",$32.00 
FIRST AID BEAUTY,Clean skin care,"-Peptides: Smooth the look of skin and minimize the appearance of fine lines and wrinkles
-Seaweed Extract: Hydrates and supports the skin barrier.
-Red Algae Extract: Helps improve the look of skin texture and imperfections, diminishing the appearance of",$36.00 
ROSEBUD PERFUME CO.,Clean skin care,"Pure White Petrolatum (Surgical Grade), Cotton Seed Oil, Trade Secret Blend of Essential Oils, Botanicals.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",$7.00 
TARTE,Clean skin care,"-Rainforest of the Sea™ Complex: A proprietary blend of algae and marine flower extracts that helps reduce the appearance of fine lines and wrinkles while smoothing and softening skin.
-Allantoin: Softens and protects, while helping to promote cell rege",$25.00 
BEAUTYBIO,Clean skin care,"-Hyaluronic Acid: Helps keep skin looking hydrated longer and plumps the appearance of fine lines and wrinkles.
-Collagen: Visibly increases elasticity and plumps for a more youthful-looking appearance.
-Sunflower Seed Oil: Hydrates and helps prevent mois",$35.00 
BELIF,Clean skin care,"-Comfrey Leaf: Detoxifies skin, leaving it smooth, soft, and clear.

Water, Glycerin, Cyclohexasiloxane, Hydrogenated Polydecene, Dipropylene Glycol, Macadamia Ternifolia Seed Oil, 1,2-Hexanediol, Bis-PEG-18 Methyl Ether Dimethyl Silane, Triethylhexanoin,",$22.00 
CAUDALIE,Clean skin care,"-Sweet Almond Oil: Softens and soothes
-Grape Seed Oil: Nourishes and restructures.
-Cornflower and Oat Extract: Decongests and increases suppleness.

Water, Cetearyl Isononanoate*, Butylene Glycol, Glycerin*, Cetyl Alcohol*, Prunus Amygdalus Dulcis (Swee",$28.00 
BELIF,Clean skin care,"-Rosemary: Detoxifies skin, leaving it smooth, soft, and clear.

Water, Dipropylene Glycol, Glycerin, 1,2-Hexanediol, Rosmarinus Officinalis (Rosemary) Extract, Centella Asiatica Extract, Lavandula Angustifolia (Lavender) Extract, Salvia Officinalis(Sage)",$42.00 
SUPERGOOP!,Clean skin care,"-Homosalate 8%, Octisalate 4%, Avobenzone 3%, and Octocrylene 2%: Deliver broad-spectrum sun protection.

Purified Water, Cyclomethicone, Isostearyl Neopentanoate, Glycerin, Ceteareth–20, Polypropylene, Cetearyl Alcohol, Xanthan Gum, d-Panthenol, Octano",$42.00 
FARSÁLI,Clean skin care,"-Turmeric Root Extract (Haldi): Brightens the under-eye area.
-Caffeine: A natural vasoconstrictor and antioxidant that promotes a luminous look.
-Daisy Petal Extract: Brightens dark undertones and leaves skin petal soft.

Water, Glycerin, Coco-Caprylate/",$40.00 
SEPHORA COLLECTION,Clean skin care,"Clean Skin Gel: Water, Coco-Glucoside, Glycerin, Xanthan Gum, Sodium PCA, Perfume, Citric Acid, Sodium Benzoate, Potassium Sorbate, Aloe Barbadensis Extract, Sodium Hydroxide. All Day Hydrator: Water, Caprylic/Capric Triglyceride, Glycerin, Butylene Glycol, Heptyl Undecylenate, Glyceryl Stearate, Peg-100 Stearate, Glyceryl Stearate Citrate, Palmitic Acid, Stearic Acid, Hydroxyacetophenone, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Microcrystalline Cellulose, Caprylyl Glycol, Perfume, Helianthus Annuus (Sunflower) Seed Oil, Tocopherol, Vitamin E, Caesalpinia Spinosa Gum, (Sodium hyaluronate), Bisabolol, Sodium Benzoate, Cellulose Gum, Polysorbate 60, Sorbitan Isostearate, Sodium Phytate,Arginine, Ascorbyl Glucoside. Mud Mask: Kaolin, Water, Glycerin, Bentonite, Capryloyl Glycine, Citrus Aurantium Dulcis (Orange) Peel Powder, C10-18 Triglycerides, Fragrance, CI 77499 (Iron Oxides), Butylene Glycol, Sodium Hydroxide, 1,2-Hexanediol, Caprylyl Glycol, Zinc PCA, O-Cymen-5-Ol, Copper PCA, Pentylene Glycol, Magnesium Aspartate + Zinc Gluconate + Copper Gluconate

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats , Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles As defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",$20.00 
SEPHORA COLLECTION,Clean skin care,"Kaolin, Water, Glycerin, Bentonite, Capryloyl Glycine, Citrus Aurantium Dulcis (Orange) Peel Powder, C10-18 Triglycerides, Fragrance, CI 77499 (Iron Oxides), Butylene Glycol, Sodium Hydroxide, 1,2-Hexanediol, Caprylyl Glycol, Zinc PCA, O-Cymen-5-Ol, Copper PCA, Pentylene Glycol, Magnesium Aspartate + Zinc Gluconate + Copper Gluconate

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats , Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles As defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",$16.00 
CAUDALIE,Clean skin care,"-Vine Resveratrol and Micro Hyaluronic Acid Complex with Peptides: Provide anti-wrinkle, firming, and lifting action.
-Viniferine: Improves the look of dark spots for a radiant complexion.
-Grape Seed Polyphenols: Provide antioxidants and skin protection.",$140.00 
VOLITION BEAUTY,Clean skin care,"-Strawberry Fruit and Seed Extract: Help brighten dull skin, unclog pores, and remove excess oil.
-Kakadu Plum: Helps reinforce luminosity and reduce appearance of redness.
-Hyaluronic Acid: Promotes skin elasticity for plump, hydrated skin.

Water, Cucum",$42.00 
KORRES,Clean skin care,"-Meno-Reverse Technology: A natural peptide blend derived from artichokes that is clinically proven to restore the skin look and feel to pre-menopausal levels.
-White Pine: Derived from the oldest living trees in Europe, KORRES’ proprietary ingredient p",$78.00 
REN CLEAN SKINCARE,Clean skin care,"-Lactic Acid (AHA) from Yeast: Helps to eliminate the appearance of dead skin cells for a smoother texture.
-Salicin (BHA) from Willow Bark Extract: Helps minimize pore appearance.
-Vitamin C: Helps illuminate the complexion.

Ready Steady Glow Daily AHA ",$27.00 
SKINFIX,Clean skin care,"-Colloidal Oatmeal 5%: Temporarily protects and helps relieve minor skin irritations and itching due to eczema, rash, and dermatitis.
-Sweet Almond Oil 7%: Helps nourish dry skin and relieve itching.

Allantoin, Beeswax, Butyrospermum Parkii (Shea) Butter",$28.00 
OMOROVICZA,Clean skin care,"-Vitamin C: Brightens, illuminates, and helps correct skintone.
-Titanium Dioxide: Gives the skin a smooth and luminous soft-focus matter finish.
-Chai and Larch Arabinogalactan: Help soothe and reduce skin irritation and fight damage from free radicals.
",$95.00 
REN CLEAN SKINCARE,Clean skin care,"-Albarellus Ovinus (White Mushroom) Extract: Soothes pain and itchiness and diminishes the look of swelling and redness.
-Beta-Glucan: Supports skin’s natural immune and barrier functions.
-Arnica: Reduces the appearance of redness and inflammation.

Wa",$48.00 
KORRES,Clean skin care,"-Greek Yoghurt: Delivers instant soothing, cooling sensation with a superdose of pre and probiotics to nourish skin.
-Microbiome Re-Balancing Technology: Cutting-edge microbiome rebalancing technology clinically proven to balance your skin’s invisible m",$49.00 
FIRST AID BEAUTY,Clean skin care,"-Salicylic Acid 2%: Helps treat and prevent breakouts and unclog pores.
-Natural Kaolin Clay: Helps absorb impurities and purify the skin.
-Evermat: A blend powered by the enantia chlorantha plant that helps reduce sebum, minimize the appearance of pores,",$30.00 
COOLA,Clean skin care,"-Titanium Dioxide 5.6% : Delivers broad-spectrum sun protection.

Aluminum Hydroxide Octyldodecyl Oleate, Caprylohydroxamic acid Oryza Sativa (Rice) Bran Oil*, Caprylyl Glycol Plankton Extract, Carthamus Tinctorius (Safflower) Seed Oil*, Propanediol Citru",$52.00 
LORD JONES,Clean skin care,"-Whole Hemp Plant-Derived CBD: A restorative, soothing whole plant oil for all day, every day.
-Ceramides (AP, EOP, EOS, NP, NS), Cholesterol and Essential Fatty Acids: Replenishing ingredients help support skin's natural moisture barrier and maintain the",$75.00 
ALPYN BEAUTY,Clean skin care,"-Papaya and Pomegranate: Provide gentle enzymatic exfoliation to remove dead skin cells and refine congested pores for healthy, glowing skin.
-Glycolic and Lactic Acid: AHAs that support natural cell turnover, smooth, and brighten skin.
-Hyaluronic Acid a",$36.00 
REN CLEAN SKINCARE,Clean skin care,"-Atlantic Kelp Extract: Boosts skin's vitality.
-Magnesium: Boosts skin's luminosity.
-Plankton Extract: De-stresses and protects skin.

Aqua (Water), Cocamidopropyl Betaine, Disodium Cocoamphodiacetate, Lauryl Glucoside, Decyl Glucoside, Sodium Chloride,",$28.00 
JOSIE MARAN,Clean skin care,"Argania Spinosa (Argan) Kernel Oil*, CBD Rich Hemp Extract**. *Organic. **Naturally-Derived.

CBD at Sephora Standards Suppliers of CBD and other cannabinoid products sold at Sephora must meet the following standards:
1. Domestically grown hemp from the cannabis sativa plant with less than 0.3% THC which is non-psychoactive.
2. Full-spectrum CBD* or broad-spectrum CBD*. No CBD isolate*.
3. Triple-tested product for potency and contaminants*
4. Publicly available Certificate of Analysis (COA) of the final formula from the manufacturer.
5. Compliant with Clean at Sephora standards.

Fine print:
-Full-spectrum CBD: Contains CBD plus other compounds from the hemp plant. Less than 0.3% THC in the finished product which is non-psychoactive. These compounds are thought to work together to provide a synergistic effect. This may include terpenes, other cannabinoids (such as CBG, CBN, or CBC), flavonoids, and fatty acids.
-Broad-spectrum CBD: Contains CBD plus other compounds from the hemp plant. THC is removed. These compounds are thought to work together to provide a synergistic effect. This may include terpenes, other cannabinoids (such as CBG, CBN, or CBC), flavonoids, and fatty acids.
-CBD Isolate: A refined powder that has been stripped down to contain virtually pure CBD. No other compounds of the hemp plant are included.
-Testing: Every batch is tested three times. Testing is done on the raw hemp, the cannabinoid extract, and the final formula when manufactured. Testing confirms the product has no less CBD (in mg) than claimed on the label. Tested for contaminants including heavy metals, solvents, mycotoxins, pesticides, and microbials.",$78.00 
COOLA,Clean skin care,"-Hyaluronic Acid: Known to bind moisture to the skin and helps promote soft, supple skin.
-Juniper, Date Palm, and Peony Plant Cell Extracts: Offer powerful antioxidant protection while nurturing the skin barrier and maintaining hydration.
-Organic Aloe V",$36.00 
ALPYN BEAUTY,Clean skin care,"-Bakuchiol: Nature’s gentle answer to retinol that helps accelerate cell turnover and plumps collagen for refined skin texture.
-Squalane: Fortifies, maintains, and repairs skin’s all-important moisture barrier.
-Vitamin C: Nature's most powerful anti",$60.00 
ORIGINS,Clean skin care,"-Anogeissus

Water, Glyceryl Stearate, Butylene Glycol, Myristyl Myristate, Squalane, Jojoba Esters, Cetyl Alcohol, Peg-100 Stearate, Anogeissus Leiocarpus Bark Extract, Chrysanthellum Indicum Extract, Ascophyllum Nodosum Extract, Rubus Idaeus (Raspberry)",$50.00 
KORRES,Clean skin care,"-Elasti-Lift 3D: A breakthrough skin remodeling complex that visibly firms skin, helps reduce crow’s feet wrinkles, enhances elasticity, and increases resilience to lift the look of the upper eyelids.
-Defeye Gravity: The first all-natural active comple",$59.00 
KOPARI,Clean skin care,"Coconut Cleansing Oil:
-Coconut Oil: Repairs and moisturizes skin, balances skin tone, and visibly improves pores with fatty acids.
-Green Tea Oil: An anti-inflammatory oil brimming with antioxidants; contains anti-aging properties to support the slower speed of natural collagen breakdown and visibly firm up your face.

Ethylhexyl (Octyl) Palmitate, Cocos Nucifera (Organic Coconut) Oil, PEG-7 Glyceryl Cocoate, C12-15 Alkyl Benzoate, Caprylic/Capric Triglyceride, Tocopherol, Glycine Soja (Soybean) Oil, Phenethyl Alcohol, Lavandula Angustifolia (Lavender) Flower/Leaf Extract, Rose Extract, Caprylyl Glycol, Vanilla Planifolia (Vanilla Bean) Fruit Extract, Oryza Sativa (Rice) Bran Oil, Camellia Kissi (Sasanqua) Seed Oil, Helianthus Annuus(Sunflower) Seed Oil, Cymbopogon Martini Extract, Aspalathus Linearis Leaf Extract, Camellia Sinensis (White Tea) Leaf Extract, Hibiscus Sabdariffa Flower Extract.

Coconut Rose Toner:
-Witch Hazel: Kills bacteria while soothing, calming, and restoring skin without drying it out.

Water, Hamamelis Virginiana (Witch Hazel), Polysorbate-20, PEG-40 Hydrogenated Castor Oil, Caprylic/Capric Triglyceride, Cocos Nucifera (Coconut) Extract, Tetrasodium Glutamate Diacetate, Phenoxyethanol, Lavandula Angustifolia (Lavender) Flower/Leaf Extract, Rose Extract, Vanilla Planifolia (Vanilla Bean) Fruit Extract, Chamomilla Recutita Flower/Leaf (ORGANIC Chamomile) Extract, Algae (Seaweed) Extract, Cymbopogon Martini Extract, Ethylhexylglycerin, Sodium Hyaluronate, Citric Acid.

Coconut Face Cream:
-Shea Tris (from Shea Butter Esters): Restores, soothes, and protects dry skin and lips for a firmer appearance.

Water, Cocos Nucifera (ORGANIC Coconut) Oil, Helianthus Annuus (Organic Sunflower) Seed Oil, Coco-Caprylate/Caprate, Glycerin, Propanediol, Cetearyl Alcohol, Polyglyceryl-6 Distearate, Jojoba Esters, Phenoxyethanol, Polyglyceryl-3 Beeswax, Behenyl Alcohol, Cetyl Alcohol, Sodium Carbomer, Tocopherol, Butyrospermum Parkii (Shea) Butter Extract, Ethylhexylglycerin, Caprylic/Capric Triglyceride, Hydrolyzed Soybean Fiber, Cocos Nucifera (Coconut) Extract, Chamomilla Recutita Flower/Leaf (Organic Chamomile) Extract, Camellia Sinensis (Organic Green Tea) Extract, Argania Spinosa Kernel (Organic) Argan Oil, Pyrus Malus (Apple) Fruit Extract, Coffea Arabica (Coffee) Leaf/Seed Extract, Butter Extract, Santalum Album (Sandalwood/Iliahi) Wood Extract, Musa Sapientum (Banana) Fruit Extract, Vaccinium Macrocarpon (Cranberry) Fruit Extract, Cucumis Melo Cantalupensis (Melon) Fruit Extract, Vanilla Planifolia (Vanilla Bean) Fruit Extract, Prunus Armeniaca (Apricot) Fruit Extract, Cocos Nucifera (Coconut) Fruit Extract, Aloe Barbadensis (ORGANIC) Aloe Vera Leaf Juice.

Coconut Lip Glossy:
-Shea Tris (from Shea Butter Esters): Restores, soothes, and protects dry skin and lips for a firmer appearance.

Isododecane, Squalane, Cocos Nucifera (Organic Coconut) Oil, Hydrogenated Polyisobutene, Flavor, Sorbitan Oleate, Butyrospermum Parkii (Shea Butter) Extract, Tocopherol, Glycine Soja (Soybean) Oil, Tocopheryl Acetate (Vitamin E Acetate).

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",$42.00 
MILK MAKEUP,Clean skin care,"-Rice Bran Oil: Antioxidant-rich hydrating oil that easily absorbs into skin.

Isotridecyl Isononanoate, Bis-Dioctadecylamide Dimer Dilinoleic Acid/Ethylenediamine Copolymer, Diisostearyl Malate, Octyldodecanol, Calcium Sodium Borosilicate, Dibutyl Lauroy",$15.00 
BELIF,Clean skin care,"-Cedrol: Helps boost skin elasticity and firmness.
-Winter Aster: Helps support a healthy complexion.
-Water Pennywort: Soothes skin.

Aqua (Water), Glycerin, Dipropylene Glycol, PEG/PPG/Polybutylene Glycol-8/5/3 Glycerin, Glyceryl Polymethacrylate, Dimet",$65.00 
KORA ORGANICS,Clean skin care,"-Kahai Oil: Natural retinol that improves elasticity to smooth the look of fine lines and crow’s feet.
-Coffee Seed Oil: Supports natural circulation, awakens, and reduces puffiness.
-Tomato Fruit: Brightens skin around eye area and reduces appearance o",$38.00 
EVIAN,Clean skin care,"-Pure, Natural evian® Mineral Water: Propelled by safe nitrogen (the air we breathe is 80 percent nitrogen) with a neutral 7.2 ph.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing a",$13.50 
VOLITION BEAUTY,Clean skin care,"-Hibiscus Oil: Contains naturally occurring malic and citric acids to gently exfoliate and minimize the appearance of dark spots and discoloration.
-Licorice Root Extract: Brightens skin tone and soothes stressed or sensitive skin.
-Sea Buckthorn Oil: Nur",$49.00 
SUPERGOOP!,Clean skin care,"-Meadowfoam Seed Oil: Rich in fatty acids and tocopherols that help fight off oxidation and water loss. Leaves the skin nourished and supple without a greasy feel.
-Marigold Extract: Soothes skin, rich in antioxidants and carotenoids to help protect again",$15.00 
DR. BARBARA STURM,Clean skin care,"-Complex of Yeast, Golden Root, and Sugar Beet: Reduces the look of dark shadows and bags under the eyes with a soothing effect.
-Vitamin E: An antioxidant that helps protect the skin against free radicals and environmental factors.
-Macadamia Oil: Intens",$140.00 
